turns,speaker_role,utterance,theme_label,gemma_pred,mistral_pred,utterance_id
t-4/28,Customer,"Oh, yeah, right, sorry, of course, my manners. It says so...",get branch info,Dispute Transaction,Financial Transactions and Bank Services,Banking_69a6e3e8_100415_5544050-3
t-14/28,Agent,"OK. Yeah, so, if you would like, I could provide you with...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_69a6e3e8_100415_5544050-13
t-23/167,Customer,I. So we're gonna open a checking account in in my son's ...,open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_7511b064_100398_2030201A2-22
t-141/167,Customer,So yeah I guess getting him set up online banking would p...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_7511b064_100398_2030201A2-140
t-18/94,Customer,"Well yeah, actually, I was kind of interested in seeing h...",make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_fac0ed9f_100060_827215-17
t-6/87,Customer,"I would like to have some help, on making a wire transfer...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_ee65d369_100318_1992040-5
t-8/47,Customer,"Well, I I already have a savings account, so I would like...",open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_ac785731_100380_1304991-7
t-28/47,Agent,"All right. Well, Julie, thank you for waiting as I pull u...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_ac785731_100380_1304991-27
t-32/47,Customer,I will also like to transfer the money from my savings ac...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_ac785731_100380_1304991-31
t-5/67,Customer,Mm thank you. And the carrier cannot switch over the numb...,update phone number,Update Personal Information,Personal Information Update,Banking_53418e68_100289_237872-4
t-47/67,Agent,Or you can access the the account information so that you...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_53418e68_100289_237872-46
t-18/128,Agent,"OK, let's update your address.",update customer address,Update Personal Information,Personal Information Update,Banking_28f1a8b6_100153_1860981-17
t-65/128,Agent,"Alright so, you would like me to cancel this card and sen...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_28f1a8b6_100153_1860981-64
t-77/128,Customer,"Are you sure it can't be sooner, I really need my card.",expedite processing/transfer | inquire about expedite processing,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_28f1a8b6_100153_1860981-76
t-107/128,Customer,OK. Is there any way you can tell me my last account tran...,get transaction history/details | inquire about past transactions,Dispute Transaction,Check Account Balance,Banking_28f1a8b6_100153_1860981-106
t-113/128,Customer,Can you tell me my balance then?,check account balance,Check Account Balance,Check Account Balance,Banking_28f1a8b6_100153_1860981-112
t-2/58,Customer,"yes, my car payment is going to post, and I'm not sure th...",check account balance,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_d613d1fa_100057_1951334-1
t-31/58,Agent,Did you want me to maybe transfer the difference from you...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_d613d1fa_100057_1951334-30
t-2/51,Customer,"hey Michael, I'm calling I can't find my credit card.",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_4c3cefe9_100178_2754676A2-1
t-37/51,Agent,"Yes, sir. I found the the the gas station convenience sto...",inquire about charge dispute | request/check status of charge dispute,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_4c3cefe9_100178_2754676A2-36
t-40/75,Customer,Is there any way I can get my account balance?,check account balance,Check Account Balance,Check Account Balance,Banking_50852414_100284_1860981-39
t-54/75,Customer,"Oh, it said my password was wrong.",inquire about online banking/account security | manage online banking/account security,Update Personal Information,Personal Information Update,Banking_50852414_100284_1860981-53
t-3/50,Customer,can you help me find an ATM near me?,find atm,Find ATM Location,Find ATM Location,Banking_eab5fc60_100481_1645537-2
t-22/50,Customer,And and by the way how much money can I get out of the ac...,inquire about limits | perform operations with limits,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_eab5fc60_100481_1645537-21
t-2/57,Customer,Yes. I need to find an ATM location.,find atm,Find ATM Location,Find ATM Location,Banking_9ed16099_100479_1951334-1
t-48/57,Customer,OK can you tell me where the nearest branch is to my hotel?,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_9ed16099_100479_1951334-47
t-4/54,Customer,Well I went out drinking and had a blast. I met a few fri...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_2da7df9d_100163_1586155-3
t-4/48,Customer,"Well it seems I have misplaced or lost my credit card, an...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_0daeede8_100179_1918405-3
t-42/102,Agent,Oh we can set you up the first your online banking and to...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_77d01872_100090_4487984-41
t-2/34,Customer,So I have a flier from Intellibank that says you have a b...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_61d3636e_100461_1951334-1
t-24/34,Customer,OK. Yeah deposit slips that's what I was thinking of. I'm...,find atm,Find ATM Location,Find ATM Location,Banking_61d3636e_100461_1951334-23
t-15/70,Customer,"Yes, I wanted to transfer some money to another person's ...",make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_9336e7f7_100303_1788448-14
t-3/57,Customer,Hi. I wanted to make a transfer from my my checking accou...,make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_67f8bb54_100078_5213877-2
t-44/57,Customer,"actually since we're on the phone, can I go ahead and che...",check account balance,Check Account Balance,Check Account Balance,Banking_67f8bb54_100078_5213877-43
t-2/46,Customer,"Yes, this is Jennifer Johnson I need to update my address...",update customer address,Update Personal Information,Personal Information Update,Banking_82acce0e_100270_5193150-1
t-14/46,Customer,"Well, I tried that but it wouldn't work.",get tech support,Update Personal Information,Financial Transactions and Bank Services,Banking_82acce0e_100270_5193150-13
t-16/63,Customer,Oh OK. I think I know where that is. does it have a daily...,inquire about limits | perform operations with limits,Find ATM Location,Find ATM Location,Banking_8066e2de_100467_1734467-15
t-55/63,Agent,That money is already in your account. And before I let y...,inquire about online banking | set up/get online banking info,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_8066e2de_100467_1734467-54
t-19/77,Customer,"All right, so let let me ask this question first cuz this...",check account balance,Check Account Balance,Check Account Balance,Banking_20f858ee_100166_2030201A2-18
t-37/77,Customer,"So actually it seems, I don't know if it was either lost ...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_20f858ee_100166_2030201A2-36
t-4/57,Customer,"I'm doing pretty well. Rose, I need your help please with...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_1fd4a742_100320_834073-3
t-2/25,Customer,"Hi, Tony. My name is Martin Lauren. And I would like to o...",open bank account,Open New Account,"
Online Banking Setup Requests",Banking_333f50b7_100358_4852389A2-1
t-4/53,Customer,I'd like to open up a new account I wanna I'm trying to s...,open bank account,Open New Account,Transfer Funds Between Accounts,Banking_0bdd2daa_100399_4834688-3
t-26/53,Customer,Could you please before we we do that could could you giv...,check account balance,Check Account Balance,Check Account Balance,Banking_0bdd2daa_100399_4834688-25
t-28/53,Customer,"OK, yeah I'd like to transfer five hundred dollars into t...",make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_0bdd2daa_100399_4834688-27
t-35/53,Agent,"OK, great and we'll setting up a new debit card for that ...",inquire about online banking/account security | manage online banking/account security,Open New Account,"
Online Banking Setup Requests",Banking_0bdd2daa_100399_4834688-34
t-2/53,Customer,"Oh hello, This is Charlene and I was and I was in a bit o...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_c488e532_100448_5543657-1
t-4/41,Customer,I I need to check my account balance of my checking accou...,check account balance,Check Account Balance,Check Account Balance,Banking_2f590e44_100034_2464642-3
t-21/41,Customer,OK. could you direct me to the closest branch near my add...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_2f590e44_100034_2464642-20
t-29/41,Customer,OK. That sounds great. can you tell me what the hours of ...,get branch info,Branch Location Request,"
Nearest Branch Location and Hours",Banking_2f590e44_100034_2464642-28
t-2/58,Customer,"Oh, hi Janine. This is Sandra Murphy. I got a letter in t...",open bank account,Open New Account,Account Inquiries & Disputes,Banking_299a1298_100361_2604543-1
t-28/58,Agent,"OK, perfect. Yup. That looks like your checking account n...",check account balance,Check Account Balance,Check Account Balance,Banking_299a1298_100361_2604543-27
t-5/71,Agent,All right sir. I can give you a few locations nearby that...,find atm,Open New Account,Wire Transfer Requests,Banking_65c330c7_100490_237872-4
t-2/63,Customer,"Hi, Rose. My name is Kim. I have I need some help. I am a...",make internal transfer,Internal Funds Transfer,"
Online Banking Setup Requests",Banking_822f7c48_100349_834073-1
t-8/31,Customer,I need help finding an ATM near me.,find atm,Find ATM Location,Find ATM Location,Banking_2cca2abd_100500_5621644A2-7
t-19/31,Customer,Can you give me a checking. My checking account balance a...,check account balance,Check Account Balance,Check Account Balance,Banking_2cca2abd_100500_5621644A2-18
t-2/90,Customer,yes. I got a statement in the mail today and there's a tr...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_1244b693_100203_237872-1
